"genus","species","pa","ny","total","pa.pc","ny.pc"
"Epilobium","Epilobium ciliatum",7,12,19,36.8421052631579,63.1578947368421
"Epilobium","Epilobium coloratum",83,50,133,62.406015037594,37.593984962406
"Epilobium","Epilobium hirsutum",29,44,73,39.7260273972603,60.2739726027397
"Epilobium","Epilobium parviflorum",3,11,14,21.4285714285714,78.5714285714286
"Epimedium","Epimedium versicolor",3,2,5,60,40
"Epipactis","Epipactis helleborine",184,609,793,23.203026481715,76.796973518285
"Equisetum","Equisetum arvense",185,341,526,35.171102661597,64.828897338403
"Equisetum","Equisetum hyemale",26,82,108,24.0740740740741,75.9259259259259
"Equisetum","Equisetum praealtum",22,82,104,21.1538461538462,78.8461538461538
"Equisetum","Equisetum sylvaticum",7,44,51,13.7254901960784,86.2745098039216
"Eragrostis","Eragrostis capillaris",1,0,1,100,0
"Eragrostis","Eragrostis cilianensis",1,5,6,16.6666666666667,83.3333333333333
"Eragrostis","Eragrostis hypnoides",3,2,5,60,40
"Eragrostis","Eragrostis minor",1,1,2,50,50
"Eragrostis","Eragrostis pectinacea",1,2,3,33.3333333333333,66.6666666666667
"Eragrostis","Eragrostis spectabilis",10,19,29,34.4827586206897,65.5172413793103
"Eranthis","Eranthis hyemalis",272,258,530,51.3207547169811,48.6792452830189
"Erechtites","Erechtites hieraciifolius",1284,1234,2518,50.9928514694202,49.0071485305798
"Erigenia","Erigenia bulbosa",33,0,33,100,0
"Erigeron","Erigeron annuus",62,296,358,17.3184357541899,82.68156424581
"Erigeron","Erigeron canadensis",257,953,1210,21.2396694214876,78.7603305785124
"Erigeron","Erigeron philadelphicus",601,489,1090,55.1376146788991,44.8623853211009
"Erigeron","Erigeron pulchellus",34,69,103,33.0097087378641,66.9902912621359
"Erigeron","Erigeron strigosus",69,149,218,31.651376146789,68.348623853211
"Eriocapitella","Eriocapitella hupehensis",2,0,2,100,0
"Eriocaulon","Eriocaulon aquaticum",2,53,55,3.63636363636364,96.3636363636364
"Eriophorum","Eriophorum virginicum",61,84,145,42.0689655172414,57.9310344827586
"Eriophorum","Eriophorum viridicarinatum",1,8,9,11.1111111111111,88.8888888888889
"Erodium","Erodium cicutarium",58,191,249,23.293172690763,76.7068273092369
"Eruca","Eruca vesicaria",7,4,11,63.6363636363636,36.3636363636364
"Eryngium","Eryngium yuccifolium",30,32,62,48.3870967741936,51.6129032258064
"Erysimum","Erysimum capitatum",2,1,3,66.6666666666667,33.3333333333333
"Erysimum","Erysimum cheiranthoides",1,24,25,4,96
"Erysimum","Erysimum cheiri",2,1,3,66.6666666666667,33.3333333333333
"Erysimum","Erysimum repandum",1,0,1,100,0
"Erythranthe","Erythranthe guttata",1,1,2,50,50
"Erythronium","Erythronium albidum",33,20,53,62.2641509433962,37.7358490566038
"Erythronium","Erythronium americanum",1076,1515,2591,41.5283674257044,58.4716325742956
"Eschscholzia","Eschscholzia californica",9,50,59,15.2542372881356,84.7457627118644
"Euastrum","Euastrum verrucosum",1,0,1,100,0
"Eubotrys","Eubotrys racemosa",1,21,22,4.54545454545455,95.4545454545455
"Euonymus","Euonymus alatus",1153,1387,2540,45.3937007874016,54.6062992125984
"Euonymus","Euonymus americanus",58,1,59,98.3050847457627,1.69491525423729
"Euonymus","Euonymus atropurpureus",46,2,48,95.8333333333333,4.16666666666667
"Euonymus","Euonymus europaeus",10,24,34,29.4117647058824,70.5882352941177
"Euonymus","Euonymus fortunei",388,923,1311,29.5957284515637,70.4042715484363
"Euonymus","Euonymus japonicus",6,69,75,8,92
"Euonymus","Euonymus obovatus",10,8,18,55.5555555555556,44.4444444444444
"Eupatorium","Eupatorium album",1,1,2,50,50
"Eupatorium","Eupatorium altissimum",23,26,49,46.9387755102041,53.0612244897959
"Eupatorium","Eupatorium cannabinum",1,3,4,25,75
"Eupatorium","Eupatorium capillifolium",8,3,11,72.7272727272727,27.2727272727273
"Eupatorium","Eupatorium godfreyanum",1,0,1,100,0
"Eupatorium","Eupatorium hyssopifolium",14,47,61,22.9508196721311,77.0491803278689
"Eupatorium","Eupatorium perfoliatum",466,641,1107,42.0957542908762,57.9042457091238
"Eupatorium","Eupatorium pilosum",5,12,17,29.4117647058824,70.5882352941177
"Eupatorium","Eupatorium rotundifolium",5,0,5,100,0
"Eupatorium","Eupatorium serotinum",420,278,698,60.1719197707736,39.8280802292264
"Eupatorium","Eupatorium sessilifolium",7,6,13,53.8461538461538,46.1538461538462
"Eupatorium","Eupatorium torreyanum",4,6,10,40,60
"Eupatorium","Eupatorium truncatum",1,1,2,50,50
"Euphorbia","Euphorbia amygdaloides",2,10,12,16.6666666666667,83.3333333333333
"Euphorbia","Euphorbia corollata",47,15,62,75.8064516129032,24.1935483870968
"Euphorbia","Euphorbia cyparissias",147,294,441,33.3333333333333,66.6666666666667
"Euphorbia","Euphorbia davidii",1,6,7,14.2857142857143,85.7142857142857
"Euphorbia","Euphorbia dentata",4,8,12,33.3333333333333,66.6666666666667
"Euphorbia","Euphorbia epithymoides",1,6,7,14.2857142857143,85.7142857142857
"Euphorbia","Euphorbia esula",1,1,2,50,50
"Euphorbia","Euphorbia helioscopia",8,9,17,47.0588235294118,52.9411764705882
"Euphorbia","Euphorbia heterophylla",1,1,2,50,50
"Euphorbia","Euphorbia humistrata",3,0,3,100,0
"Euphorbia","Euphorbia hypericifolia",4,16,20,20,80
"Euphorbia","Euphorbia lathyris",63,13,76,82.8947368421053,17.1052631578947
"Euphorbia","Euphorbia maculata",200,636,836,23.9234449760766,76.0765550239234
"Euphorbia","Euphorbia marginata",28,23,51,54.9019607843137,45.0980392156863
"Euphorbia","Euphorbia nutans",52,50,102,50.9803921568627,49.0196078431373
"Euphorbia","Euphorbia oblongata",1,2,3,33.3333333333333,66.6666666666667
"Euphorbia","Euphorbia ophthalmica",2,12,14,14.2857142857143,85.7142857142857
"Euphorbia","Euphorbia palustris",1,0,1,100,0
"Euphorbia","Euphorbia peplus",39,104,143,27.2727272727273,72.7272727272727
"Euphorbia","Euphorbia polygonifolia",3,65,68,4.41176470588235,95.5882352941177
"Euphorbia","Euphorbia prostrata",5,0,5,100,0
"Euphorbia","Euphorbia serpens",2,6,8,25,75
"Euphorbia","Euphorbia spathulata",1,0,1,100,0
"Eurybia","Eurybia divaricata",327,607,934,35.0107066381156,64.9892933618844
"Eurybia","Eurybia macrophylla",36,60,96,37.5,62.5
"Eurybia","Eurybia schreberi",20,11,31,64.5161290322581,35.4838709677419
"Euthamia","Euthamia graminifolia",470,417,887,52.9875986471251,47.0124013528749
"Eutrochium","Eutrochium dubium",4,21,25,16,84
"Eutrochium","Eutrochium fistulosum",183,30,213,85.9154929577465,14.0845070422535
"Eutrochium","Eutrochium maculatum",55,291,346,15.8959537572254,84.1040462427746
"Eutrochium","Eutrochium purpureum",68,45,113,60.1769911504425,39.8230088495575
"Exochorda","Exochorda racemosa",1,1,2,50,50
"Facelis","Facelis retusa",1,0,1,100,0
"Fagopyrum","Fagopyrum esculentum",19,26,45,42.2222222222222,57.7777777777778
"Fagus","Fagus grandifolia",1512,2168,3680,41.0869565217391,58.9130434782609
"Fagus","Fagus sylvatica",17,229,246,6.91056910569106,93.089430894309
"Fallopia","Fallopia convolvulus",14,48,62,22.5806451612903,77.4193548387097
"Fallopia","Fallopia dumetorum",1,3,4,25,75
"Fallopia","Fallopia scandens",133,144,277,48.014440433213,51.985559566787
"Fatoua","Fatoua villosa",25,182,207,12.0772946859903,87.9227053140097
"Festuca","Festuca subverticillata",5,3,8,62.5,37.5
"Ficaria","Ficaria verna",1424,4410,5834,24.4086390126843,75.5913609873157
"Filipendula","Filipendula rubra",27,43,70,38.5714285714286,61.4285714285714
"Filipendula","Filipendula ulmaria",1,67,68,1.47058823529412,98.5294117647059
"Filipendula","Filipendula vulgaris",1,4,5,20,80
"Fimbristylis","Fimbristylis autumnalis",1,0,1,100,0
"Fissidens","Fissidens bryoides",1,0,1,100,0
"Fissidens","Fissidens fontanus",2,2,4,50,50
"Floerkea","Floerkea proserpinacoides",123,9,132,93.1818181818182,6.81818181818182
"Foeniculum","Foeniculum vulgare",8,41,49,16.3265306122449,83.6734693877551
"Fontinalis","Fontinalis antipyretica",2,6,8,25,75
"Fontinalis","Fontinalis novae-angliae",1,0,1,100,0
"Forsstroemia","Forsstroemia trichomitria",2,1,3,66.6666666666667,33.3333333333333
"Forsythia","Forsythia intermedia",60,100,160,37.5,62.5
"Fothergilla","Fothergilla gardenii",3,0,3,100,0
"Fragaria","Fragaria ananassa",1,18,19,5.26315789473684,94.7368421052632
"Fragaria","Fragaria vesca",54,92,146,36.986301369863,63.013698630137
"Fragaria","Fragaria virginiana",92,274,366,25.1366120218579,74.8633879781421
"Frangula","Frangula alnus",224,360,584,38.3561643835616,61.6438356164384
"Frasera","Frasera caroliniensis",5,2,7,71.4285714285714,28.5714285714286
"Fraxinus","Fraxinus americana",78,232,310,25.1612903225806,74.8387096774194
"Fraxinus","Fraxinus nigra",12,26,38,31.578947368421,68.421052631579
"Fraxinus","Fraxinus pennsylvanica",47,169,216,21.7592592592593,78.2407407407407
"Froelichia","Froelichia gracilis",2,28,30,6.66666666666667,93.3333333333333
"Frullania","Frullania eboracensis",37,31,68,54.4117647058824,45.5882352941176
"Fumaria","Fumaria officinalis",1,0,1,100,0
"Funaria","Funaria hygrometrica",7,13,20,35,65
"Gaillardia","Gaillardia pulchella",19,59,78,24.3589743589744,75.6410256410256
"Galanthus","Galanthus elwesii",25,83,108,23.1481481481481,76.8518518518518
"Galanthus","Galanthus nivalis",308,250,558,55.1971326164875,44.8028673835125
"Galanthus","Galanthus woronowii",2,3,5,40,60
"Galearis","Galearis spectabilis",104,3,107,97.196261682243,2.80373831775701
"Galega","Galega officinalis",8,4,12,66.6666666666667,33.3333333333333
"Galeopsis","Galeopsis bifida",6,6,12,50,50
"Galeopsis","Galeopsis tetrahit",4,39,43,9.30232558139535,90.6976744186046
"Galinsoga","Galinsoga parviflora",11,64,75,14.6666666666667,85.3333333333333
"Galinsoga","Galinsoga quadriradiata",247,527,774,31.9121447028424,68.0878552971576
"Galium","Galium album",2,12,14,14.2857142857143,85.7142857142857
"Galium","Galium aparine",660,893,1553,42.498390212492,57.501609787508
"Galium","Galium asprellum",4,3,7,57.1428571428571,42.8571428571429
"Galium","Galium boreale",4,8,12,33.3333333333333,66.6666666666667
"Galium","Galium circaezans",50,24,74,67.5675675675676,32.4324324324324
"Galium","Galium concinnum",2,0,2,100,0
"Galium","Galium lanceolatum",7,3,10,70,30
"Galium","Galium latifolium",4,0,4,100,0
"Galium","Galium mollugo",153,144,297,51.5151515151515,48.4848484848485
"Galium","Galium obtusum",1,2,3,33.3333333333333,66.6666666666667
"Galium","Galium odoratum",90,264,354,25.4237288135593,74.5762711864407
"Galium","Galium palustre",6,17,23,26.0869565217391,73.9130434782609
"Galium","Galium pilosum",5,2,7,71.4285714285714,28.5714285714286
"Galium","Galium tinctorium",4,3,7,57.1428571428571,42.8571428571429
"Galium","Galium triflorum",105,48,153,68.6274509803922,31.3725490196078
"Gamochaeta","Gamochaeta purpurea",1,1,2,50,50
"Gaultheria","Gaultheria hispidula",2,88,90,2.22222222222222,97.7777777777778
"Gaultheria","Gaultheria procumbens",346,597,943,36.6914103923648,63.3085896076352
"Gaylussacia","Gaylussacia baccata",31,258,289,10.7266435986159,89.2733564013841
"Gaylussacia","Gaylussacia brachycera",3,0,3,100,0
"Gaylussacia","Gaylussacia frondosa",7,21,28,25,75
"Gentiana","Gentiana andrewsii",30,14,44,68.1818181818182,31.8181818181818
"Gentiana","Gentiana clausa",61,40,101,60.3960396039604,39.6039603960396
"Gentiana","Gentiana linearis",15,140,155,9.67741935483871,90.3225806451613
"Gentiana","Gentiana saponaria",1,0,1,100,0
"Gentianopsis","Gentianopsis crinita",10,33,43,23.2558139534884,76.7441860465116
"Geranium","Geranium carolinianum",55,82,137,40.1459854014599,59.8540145985401
"Geranium","Geranium columbinum",1,0,1,100,0
"Geranium","Geranium dissectum",12,12,24,50,50
"Geranium","Geranium lucidum",1,1,2,50,50
"Geranium","Geranium macrorrhizum",2,30,32,6.25,93.75
"Geranium","Geranium maculatum",930,1229,2159,43.0754979157017,56.9245020842983
"Geranium","Geranium molle",15,6,21,71.4285714285714,28.5714285714286
"Geranium","Geranium pratense",1,3,4,25,75
"Geranium","Geranium pusillum",6,23,29,20.6896551724138,79.3103448275862
"Geranium","Geranium robertianum",129,802,931,13.8560687432868,86.1439312567132
"Geranium","Geranium rotundifolium",1,0,1,100,0
"Geranium","Geranium sanguineum",162,225,387,41.8604651162791,58.1395348837209
"Geranium","Geranium sibiricum",7,8,15,46.6666666666667,53.3333333333333
"Geranium","Geranium thunbergii",5,10,15,33.3333333333333,66.6666666666667
"Geum","Geum aleppicum",6,9,15,40,60
"Geum","Geum canadense",452,626,1078,41.9294990723562,58.0705009276438
"Geum","Geum fragarioides",42,99,141,29.7872340425532,70.2127659574468
"Geum","Geum laciniatum",46,49,95,48.4210526315789,51.5789473684211
"Geum","Geum rivale",3,49,52,5.76923076923077,94.2307692307692
"Geum","Geum ternatum",2,4,6,33.3333333333333,66.6666666666667
"Geum","Geum urbanum",4,50,54,7.40740740740741,92.5925925925926
"Geum","Geum vernum",35,18,53,66.0377358490566,33.9622641509434
"Gillenia","Gillenia trifoliata",28,11,39,71.7948717948718,28.2051282051282
"Ginkgo","Ginkgo biloba",9,49,58,15.5172413793103,84.4827586206897
"Gladiolus","Gladiolus hortulanus",1,0,1,100,0
"Glechoma","Glechoma hederacea",2832,2425,5257,53.8710291040517,46.1289708959483
"Gleditsia","Gleditsia triacanthos",593,806,1399,42.3874195854182,57.6125804145818
"Glyceria","Glyceria melicaria",1,2,3,33.3333333333333,66.6666666666667
"Glyceria","Glyceria septentrionalis",2,0,2,100,0
"Glyceria","Glyceria striata",5,10,15,33.3333333333333,66.6666666666667
"Gnaphalium","Gnaphalium uliginosum",6,17,23,26.0869565217391,73.9130434782609
"Gomphrena","Gomphrena globosa",18,32,50,36,64
"Gonatozygon","Gonatozygon brebissonii",1,0,1,100,0
"Goodyera","Goodyera pubescens",285,69,354,80.5084745762712,19.4915254237288
"Gratiola","Gratiola lutea",4,14,18,22.2222222222222,77.7777777777778
"Gratiola","Gratiola neglecta",8,8,16,50,50
"Greeneochloa","Greeneochloa coarctata",8,0,8,100,0
"Gymnocarpium","Gymnocarpium dryopteris",3,71,74,4.05405405405405,95.945945945946
"Gymnocladus","Gymnocladus dioicus",147,57,204,72.0588235294118,27.9411764705882
"Gypsophila","Gypsophila elegans",10,8,18,55.5555555555556,44.4444444444444
"Gypsophila","Gypsophila vaccaria",5,0,5,100,0
"Hackelia","Hackelia virginiana",376,169,545,68.9908256880734,31.0091743119266
"Halesia","Halesia carolina",10,13,23,43.4782608695652,56.5217391304348
"Halesia","Halesia tetraptera",1,1,2,50,50
"Hamamelis","Hamamelis virginiana",799,1004,1803,44.3150305047144,55.6849694952856
"Hasteola","Hasteola suaveolens",4,0,4,100,0
"Hedeoma","Hedeoma pulegioides",26,24,50,52,48
"Hedera","Hedera helix",365,1765,2130,17.1361502347418,82.8638497652582
"Hedwigia","Hedwigia ciliata",11,56,67,16.4179104477612,83.5820895522388
"Helenium","Helenium amarum",1,0,1,100,0
"Helenium","Helenium autumnale",165,107,272,60.6617647058824,39.3382352941176
"Helenium","Helenium flexuosum",22,25,47,46.8085106382979,53.1914893617021
"Helianthus","Helianthus angustifolius",1,0,1,100,0
"Helianthus","Helianthus annuus",63,93,156,40.3846153846154,59.6153846153846
"Helianthus","Helianthus decapetalus",21,9,30,70,30
"Helianthus","Helianthus divaricatus",31,60,91,34.0659340659341,65.9340659340659
"Helianthus","Helianthus giganteus",6,3,9,66.6666666666667,33.3333333333333
"Helianthus","Helianthus laetiflorus",1,0,1,100,0
"Helianthus","Helianthus maximiliani",6,6,12,50,50
"Helianthus","Helianthus strumosus",7,2,9,77.7777777777778,22.2222222222222
"Helianthus","Helianthus tuberosus",21,41,62,33.8709677419355,66.1290322580645
"Heliopsis","Heliopsis helianthoides",106,94,200,53,47
"Helleborus","Helleborus foetidus",3,9,12,25,75
"Helleborus","Helleborus hybridus",2,0,2,100,0
"Helleborus","Helleborus orientalis",14,0,14,100,0
"Helleborus","Helleborus viridis",7,4,11,63.6363636363636,36.3636363636364
"Hemerocallis","Hemerocallis fulva",246,336,582,42.2680412371134,57.7319587628866
"Hemerocallis","Hemerocallis lilioasphodelus",45,64,109,41.2844036697248,58.7155963302752
"Hepatica","Hepatica acutiloba",214,308,522,40.9961685823755,59.0038314176245
"Hepatica","Hepatica americana",269,230,499,53.9078156312625,46.0921843687375
"Heptacodium","Heptacodium miconioides",3,3,6,50,50
"Heracleum","Heracleum maximum",110,88,198,55.5555555555556,44.4444444444444
"Hesperis","Hesperis matronalis",1646,1147,2793,58.9330469029717,41.0669530970283
"Heteranthera","Heteranthera dubia",17,19,36,47.2222222222222,52.7777777777778
"Heteranthera","Heteranthera reniformis",9,2,11,81.8181818181818,18.1818181818182
"Heterotheca","Heterotheca subaxillaris",7,36,43,16.2790697674419,83.7209302325581
"Heuchera","Heuchera alba",2,0,2,100,0
"Heuchera","Heuchera americana",47,7,54,87.037037037037,12.962962962963
"Heuchera","Heuchera villosa",5,8,13,38.4615384615385,61.5384615384615
"Hexasepalum","Hexasepalum teres",9,40,49,18.3673469387755,81.6326530612245
"Hibiscus","Hibiscus coccineus",11,0,11,100,0
"Hibiscus","Hibiscus laevis",17,0,17,100,0
"Hibiscus","Hibiscus moscheutos",254,498,752,33.7765957446809,66.2234042553192
"Hibiscus","Hibiscus sabdariffa",1,0,1,100,0
"Hibiscus","Hibiscus syriacus",939,1095,2034,46.165191740413,53.834808259587
"Hibiscus","Hibiscus trionum",296,114,410,72.1951219512195,27.8048780487805
"Hieracium","Hieracium lachenalii",1,7,8,12.5,87.5
"Hieracium","Hieracium paniculatum",20,34,54,37.037037037037,62.962962962963
"Hieracium","Hieracium scabrum",6,7,13,46.1538461538462,53.8461538461538
"Hieracium","Hieracium venosum",151,131,282,53.5460992907801,46.4539007092199
"Hirschfeldia","Hirschfeldia incana",1,0,1,100,0
"Holcus","Holcus lanatus",44,33,77,57.1428571428571,42.8571428571429
"Holosteum","Holosteum umbellatum",3,6,9,33.3333333333333,66.6666666666667
"Homalosorus","Homalosorus pycnocarpos",20,33,53,37.7358490566038,62.2641509433962
"Hordeum","Hordeum jubatum",8,27,35,22.8571428571429,77.1428571428571
"Hordeum","Hordeum vulgare",6,2,8,75,25
"Hosta","Hosta plantaginea",250,7,257,97.2762645914397,2.72373540856031
"Hosta","Hosta ventricosa",3,0,3,100,0
"Houstonia","Houstonia caerulea",657,323,980,67.0408163265306,32.9591836734694
"Houstonia","Houstonia longifolia",16,14,30,53.3333333333333,46.6666666666667
"Houstonia","Houstonia purpurea",1,0,1,100,0
"Houstonia","Houstonia serpyllifolia",1,0,1,100,0
"Houttuynia","Houttuynia cordata",73,271,344,21.2209302325581,78.7790697674419
"Humulus","Humulus lupulus",37,46,83,44.578313253012,55.421686746988
"Humulus","Humulus scandens",317,241,558,56.8100358422939,43.1899641577061
"Huperzia","Huperzia lucidula",160,204,364,43.956043956044,56.043956043956
"Hyacinthoides","Hyacinthoides hispanica",30,43,73,41.0958904109589,58.9041095890411
"Hyacinthoides","Hyacinthoides massartiana",1,18,19,5.26315789473684,94.7368421052632
"Hyacinthoides","Hyacinthoides non-scripta",2,4,6,33.3333333333333,66.6666666666667
"Hyacinthus","Hyacinthus orientalis",101,49,150,67.3333333333333,32.6666666666667
"Hydrangea","Hydrangea arborescens",244,146,390,62.5641025641026,37.4358974358974
"Hydrangea","Hydrangea paniculata",126,195,321,39.2523364485981,60.7476635514019
"Hydrangea","Hydrangea petiolaris",1,3,4,25,75
"Hydrangea","Hydrangea quercifolia",1,19,20,5,95
"Hydrastis","Hydrastis canadensis",16,9,25,64,36
"Hydrilla","Hydrilla verticillata",23,2,25,92,8
"Hydrocharis","Hydrocharis morsus-ranae",21,74,95,22.1052631578947,77.8947368421053
"Hydrocotyle","Hydrocotyle americana",26,33,59,44.0677966101695,55.9322033898305
"Hydrocotyle","Hydrocotyle batrachium",2,0,2,100,0
"Hydrocotyle","Hydrocotyle ranunculoides",5,0,5,100,0
"Hydrocotyle","Hydrocotyle sibthorpioides",13,125,138,9.42028985507246,90.5797101449275
"Hydrodictyon","Hydrodictyon reticulatum",3,3,6,50,50
"Hydrophyllum","Hydrophyllum appendiculatum",49,1,50,98,2
"Hydrophyllum","Hydrophyllum canadense",88,61,149,59.0604026845638,40.9395973154362
"Hydrophyllum","Hydrophyllum virginianum",367,248,615,59.6747967479675,40.3252032520325
"Hylocomiadelphus","Hylocomiadelphus triquetrus",2,26,28,7.14285714285714,92.8571428571429
"Hylocomium","Hylocomium splendens",5,51,56,8.92857142857143,91.0714285714286
"Hylodesmum","Hylodesmum glutinosum",59,229,288,20.4861111111111,79.5138888888889
"Hylodesmum","Hylodesmum nudiflorum",50,51,101,49.5049504950495,50.4950495049505
"Hylotelephium","Hylotelephium spectabile",6,2,8,75,25
"Hylotelephium","Hylotelephium telephium",14,65,79,17.7215189873418,82.2784810126582
"Hypericum","Hypericum ascyron",6,2,8,75,25
"Hypericum","Hypericum calycinum",1,1,2,50,50
"Hypericum","Hypericum canadense",8,13,21,38.0952380952381,61.9047619047619
"Hypericum","Hypericum dissimulatum",1,0,1,100,0
"Hypericum","Hypericum ellipticum",1,14,15,6.66666666666667,93.3333333333333
"Hypericum","Hypericum gentianoides",16,42,58,27.5862068965517,72.4137931034483
"Hypericum","Hypericum hypericoides",27,1,28,96.4285714285714,3.57142857142857
"Hypericum","Hypericum mutilum",18,25,43,41.8604651162791,58.1395348837209
"Hypericum","Hypericum perforatum",88,240,328,26.8292682926829,73.1707317073171
"Hypericum","Hypericum prolificum",38,19,57,66.6666666666667,33.3333333333333
"Hypericum","Hypericum punctatum",49,38,87,56.3218390804598,43.6781609195402
"Hypnum","Hypnum cupressiforme",1,5,6,16.6666666666667,83.3333333333333
"Hypochaeris","Hypochaeris radicata",15,62,77,19.4805194805195,80.5194805194805
"Hypopitys","Hypopitys monotropa",45,149,194,23.1958762886598,76.8041237113402
"Hypoxis","Hypoxis hirsuta",92,92,184,50,50
"Iberis","Iberis umbellata",1,19,20,5,95
"Ilex","Ilex aquifolium",3,5,8,37.5,62.5
"Ilex","Ilex cornuta",3,3,6,50,50
"Ilex","Ilex crenata",81,301,382,21.2041884816754,78.7958115183246
"Ilex","Ilex glabra",17,134,151,11.2582781456954,88.7417218543046
"Ilex","Ilex montana",48,11,59,81.3559322033898,18.6440677966102
"Ilex","Ilex mucronata",13,90,103,12.621359223301,87.378640776699
"Ilex","Ilex opaca",728,691,1419,51.3037350246653,48.6962649753347
"Ilex","Ilex verticillata",288,304,592,48.6486486486486,51.3513513513514
"Impatiens","Impatiens balfourii",3,14,17,17.6470588235294,82.3529411764706
"Impatiens","Impatiens balsamina",5,28,33,15.1515151515152,84.8484848484848
"Impatiens","Impatiens capensis",1504,2347,3851,39.0547909633861,60.9452090366139
"Impatiens","Impatiens pallida",523,618,1141,45.8369851007888,54.1630148992112
"Impatiens","Impatiens walleriana",3,0,3,100,0
"Inula","Inula helenium",29,136,165,17.5757575757576,82.4242424242424
"Ionactis","Ionactis linariifolia",24,29,53,45.2830188679245,54.7169811320755
"Ipheion","Ipheion uniflorum",18,46,64,28.125,71.875
"Ipomoea","Ipomoea alba",6,7,13,46.1538461538462,53.8461538461538
"Ipomoea","Ipomoea batatas",3,3,6,50,50
"Ipomoea","Ipomoea coccinea",3,1,4,75,25
"Ipomoea","Ipomoea hederacea",59,106,165,35.7575757575758,64.2424242424242
"Ipomoea","Ipomoea indica",1,1,2,50,50
"Ipomoea","Ipomoea lacunosa",19,21,40,47.5,52.5
"Ipomoea","Ipomoea pandurata",55,1,56,98.2142857142857,1.78571428571429
"Ipomoea","Ipomoea purpurea",109,223,332,32.8313253012048,67.1686746987952
"Ipomoea","Ipomoea quamoclit",10,3,13,76.9230769230769,23.0769230769231
"Ipomoea","Ipomoea tricolor",3,3,6,50,50
"Iris","Iris cristata",5,7,12,41.6666666666667,58.3333333333333
"Iris","Iris domestica",37,38,75,49.3333333333333,50.6666666666667
"Iris","Iris ensata",4,0,4,100,0
"Iris","Iris hollandica",1,0,1,100,0
"Iris","Iris hybrida",11,6,17,64.7058823529412,35.2941176470588
"Iris","Iris pseudacorus",271,422,693,39.1053391053391,60.8946608946609
"Iris","Iris sanguinea",13,16,29,44.8275862068966,55.1724137931034
"Iris","Iris sibirica",9,6,15,60,40
"Iris","Iris versicolor",73,228,301,24.2524916943522,75.7475083056478
"Iris","Iris virginica",7,0,7,100,0
"Isotrema","Isotrema macrophyllum",3,9,12,25,75
"Isotrema","Isotrema tomentosum",1,0,1,100,0
"Isotria","Isotria verticillata",14,0,14,100,0
"Itea","Itea virginica",8,20,28,28.5714285714286,71.4285714285714
"Jacobaea","Jacobaea maritima",2,3,5,40,60
"Jasminum","Jasminum nudiflorum",1,23,24,4.16666666666667,95.8333333333333
"Jeffersonia","Jeffersonia diphylla",67,51,118,56.7796610169492,43.2203389830508
"Jochenia","Jochenia pallescens",1,0,1,100,0
"Juglans","Juglans cinerea",86,74,160,53.75,46.25
"Juglans","Juglans nigra",805,550,1355,59.409594095941,40.590405904059
"Juglans","Juglans regia",4,1,5,80,20
"Juncus","Juncus acuminatus",1,0,1,100,0
"Juncus","Juncus dudleyi",1,2,3,33.3333333333333,66.6666666666667
"Juncus","Juncus effusus",39,59,98,39.7959183673469,60.2040816326531
"Juncus","Juncus tenuis",27,43,70,38.5714285714286,61.4285714285714
"Juncus","Juncus torreyi",1,0,1,100,0
"Juniperus","Juniperus communis",9,80,89,10.1123595505618,89.8876404494382
"Juniperus","Juniperus virginiana",435,1399,1834,23.7186477644493,76.2813522355507
"Kalmia","Kalmia angustifolia",130,264,394,32.994923857868,67.005076142132
"Kalmia","Kalmia latifolia",1037,965,2002,51.7982017982018,48.2017982017982
"Kalmia","Kalmia polifolia",3,40,43,6.97674418604651,93.0232558139535
"Kalopanax","Kalopanax septemlobus",27,17,44,61.3636363636364,38.6363636363636
"Kellochloa","Kellochloa verrucosa",1,0,1,100,0
"Kerria","Kerria japonica",51,83,134,38.0597014925373,61.9402985074627
"Kickxia","Kickxia elatine",7,2,9,77.7777777777778,22.2222222222222
"Knautia","Knautia arvensis",1,17,18,5.55555555555556,94.4444444444444
"Kniphofia","Kniphofia uvaria",3,0,3,100,0
"Koelreuteria","Koelreuteria bipinnata",1,0,1,100,0
"Koelreuteria","Koelreuteria paniculata",45,158,203,22.1674876847291,77.8325123152709
"Kolkwitzia","Kolkwitzia amabilis",18,16,34,52.9411764705882,47.0588235294118
"Kosteletzkya","Kosteletzkya pentacarpos",2,1,3,66.6666666666667,33.3333333333333
"Krigia","Krigia biflora",32,14,46,69.5652173913043,30.4347826086957
"Krigia","Krigia virginica",6,33,39,15.3846153846154,84.6153846153846
"Kummerowia","Kummerowia stipulacea",5,2,7,71.4285714285714,28.5714285714286
"Kummerowia","Kummerowia striata",29,21,50,58,42
"Lactuca","Lactuca biennis",48,71,119,40.3361344537815,59.6638655462185
"Lactuca","Lactuca canadensis",39,56,95,41.0526315789474,58.9473684210526
"Lactuca","Lactuca floridana",18,8,26,69.2307692307692,30.7692307692308
"Lactuca","Lactuca hirsuta",1,1,2,50,50
"Lactuca","Lactuca saligna",15,3,18,83.3333333333333,16.6666666666667
"Lactuca","Lactuca sativa",43,60,103,41.747572815534,58.252427184466
"Lactuca","Lactuca serriola",172,629,801,21.4731585518102,78.5268414481898
"Lagenaria","Lagenaria siceraria",7,10,17,41.1764705882353,58.8235294117647
