"genus","species","pa","ny","total","pa.pc","ny.pc"
"Setaria","Setaria viridis",22,158,180,12.2222222222222,87.7777777777778
"Sherardia","Sherardia arvensis",15,10,25,60,40
"Sibbaldia","Sibbaldia tridentata",1,94,95,1.05263157894737,98.9473684210526
"Sicyos","Sicyos angulatus",224,169,393,56.9974554707379,43.0025445292621
"Sida","Sida spinosa",14,2,16,87.5,12.5
"Silene","Silene antirrhina",7,19,26,26.9230769230769,73.0769230769231
"Silene","Silene caroliniana",28,31,59,47.4576271186441,52.5423728813559
"Silene","Silene chalcedonica",4,4,8,50,50
"Silene","Silene coronaria",53,125,178,29.7752808988764,70.2247191011236
"Silene","Silene flos-cuculi",25,287,312,8.01282051282051,91.9871794871795
"Silene","Silene hampeana",1,4,5,20,80
"Silene","Silene latifolia",464,688,1152,40.2777777777778,59.7222222222222
"Silene","Silene nivea",1,0,1,100,0
"Silene","Silene noctiflora",3,0,3,100,0
"Silene","Silene regia",1,1,2,50,50
"Silene","Silene stellata",58,31,89,65.1685393258427,34.8314606741573
"Silene","Silene virginica",94,0,94,100,0
"Silene","Silene vulgaris",175,613,788,22.2081218274112,77.7918781725888
"Silphium","Silphium asteriscus",6,0,6,100,0
"Silphium","Silphium laciniatum",5,0,5,100,0
"Silphium","Silphium perfoliatum",154,162,316,48.7341772151899,51.2658227848101
"Silybum","Silybum marianum",4,3,7,57.1428571428571,42.8571428571429
"Sinapis","Sinapis alba",1,1,2,50,50
"Sisymbrium","Sisymbrium altissimum",1,1,2,50,50
"Sisymbrium","Sisymbrium officinale",15,44,59,25.4237288135593,74.5762711864407
"Sisyrinchium","Sisyrinchium angustifolium",51,48,99,51.5151515151515,48.4848484848485
"Sisyrinchium","Sisyrinchium atlanticum",2,3,5,40,60
"Sisyrinchium","Sisyrinchium montanum",4,13,17,23.5294117647059,76.4705882352941
"Sisyrinchium","Sisyrinchium mucronatum",2,1,3,66.6666666666667,33.3333333333333
"Sitobolium","Sitobolium punctilobum",625,529,1154,54.159445407279,45.840554592721
"Sium","Sium suave",8,30,38,21.0526315789474,78.9473684210526
"Smallanthus","Smallanthus uvedalia",9,0,9,100,0
"Smilax","Smilax glauca",85,152,237,35.8649789029536,64.1350210970464
"Smilax","Smilax herbacea",60,72,132,45.4545454545455,54.5454545454545
"Smilax","Smilax pulverulenta",6,1,7,85.7142857142857,14.2857142857143
"Smilax","Smilax rotundifolia",223,549,772,28.8860103626943,71.1139896373057
"Smilax","Smilax tamnoides",47,24,71,66.1971830985916,33.8028169014084
"Solanum","Solanum aethiopicum",1,0,1,100,0
"Solanum","Solanum americanum",6,6,12,50,50
"Solanum","Solanum angustifolium",10,58,68,14.7058823529412,85.2941176470588
"Solanum","Solanum carolinense",935,1246,2181,42.8702430077946,57.1297569922054
"Solanum","Solanum dulcamara",1109,2172,3281,33.8006705272783,66.1993294727217
"Solanum","Solanum emulans",142,151,293,48.4641638225256,51.5358361774744
"Solanum","Solanum lycopersicum",35,300,335,10.4477611940299,89.5522388059701
"Solanum","Solanum melongena",2,1,3,66.6666666666667,33.3333333333333
"Solanum","Solanum nigrum",5,249,254,1.96850393700787,98.0314960629921
"Solanum","Solanum sarrachoides",2,12,14,14.2857142857143,85.7142857142857
"Solanum","Solanum tuberosum",14,34,48,29.1666666666667,70.8333333333333
"Solanum","Solanum villosum",2,0,2,100,0
"Solidago","Solidago altissima",128,95,223,57.3991031390135,42.6008968609865
"Solidago","Solidago arguta",6,11,17,35.2941176470588,64.7058823529412
"Solidago","Solidago bicolor",124,192,316,39.2405063291139,60.7594936708861
"Solidago","Solidago caesia",328,583,911,36.0043907793633,63.9956092206367
"Solidago","Solidago canadensis",62,81,143,43.3566433566434,56.6433566433566
"Solidago","Solidago curtisii",1,0,1,100,0
"Solidago","Solidago flexicaulis",185,327,512,36.1328125,63.8671875
"Solidago","Solidago gigantea",71,84,155,45.8064516129032,54.1935483870968
"Solidago","Solidago hispida",2,2,4,50,50
"Solidago","Solidago juncea",69,132,201,34.3283582089552,65.6716417910448
"Solidago","Solidago nemoralis",45,71,116,38.7931034482759,61.2068965517241
"Solidago","Solidago odora",9,39,48,18.75,81.25
"Solidago","Solidago patula",10,35,45,22.2222222222222,77.7777777777778
"Solidago","Solidago puberula",11,13,24,45.8333333333333,54.1666666666667
"Solidago","Solidago racemosa",3,0,3,100,0
"Solidago","Solidago rigida",6,26,32,18.75,81.25
"Solidago","Solidago rugosa",257,380,637,40.3453689167975,59.6546310832025
"Solidago","Solidago sempervirens",6,1079,1085,0.552995391705069,99.4470046082949
"Solidago","Solidago speciosa",3,62,65,4.61538461538461,95.3846153846154
"Solidago","Solidago squarrosa",1,5,6,16.6666666666667,83.3333333333333
"Solidago","Solidago uliginosa",1,4,5,20,80
"Solidago","Solidago ulmifolia",11,5,16,68.75,31.25
"Sonchus","Sonchus arvensis",3,49,52,5.76923076923077,94.2307692307692
"Sonchus","Sonchus asper",61,111,172,35.4651162790698,64.5348837209302
"Sonchus","Sonchus oleraceus",10,214,224,4.46428571428571,95.5357142857143
"Sorastrum","Sorastrum spinulosum",1,0,1,100,0
"Sorbaria","Sorbaria sorbifolia",14,72,86,16.2790697674419,83.7209302325581
"Sorbus","Sorbus americana",20,47,67,29.8507462686567,70.1492537313433
"Sorbus","Sorbus aucuparia",8,62,70,11.4285714285714,88.5714285714286
"Sorbus","Sorbus decora",1,1,2,50,50
"Sorghastrum","Sorghastrum nutans",134,89,223,60.0896860986547,39.9103139013453
"Sorghum","Sorghum bicolor",27,40,67,40.2985074626866,59.7014925373134
"Sorghum","Sorghum halepense",20,6,26,76.9230769230769,23.0769230769231
"Sparganium","Sparganium americanum",9,22,31,29.0322580645161,70.9677419354839
"Sparganium","Sparganium eurycarpum",12,16,28,42.8571428571429,57.1428571428571
"Spergula","Spergula arvensis",2,0,2,100,0
"Spergularia","Spergularia rubra",2,21,23,8.69565217391304,91.304347826087
"Sphagnum","Sphagnum affine",1,0,1,100,0
"Sphagnum","Sphagnum bartlettianum",1,0,1,100,0
"Sphagnum","Sphagnum capillifolium",2,2,4,50,50
"Sphagnum","Sphagnum centrale",1,1,2,50,50
"Sphagnum","Sphagnum cuspidatum",1,1,2,50,50
"Sphagnum","Sphagnum divinum",2,0,2,100,0
"Sphagnum","Sphagnum fuscum",2,1,3,66.6666666666667,33.3333333333333
"Sphagnum","Sphagnum girgensohnii",2,3,5,40,60
"Sphagnum","Sphagnum palustre",4,4,8,50,50
"Sphagnum","Sphagnum recurvum",2,0,2,100,0
"Sphagnum","Sphagnum rubellum",1,2,3,33.3333333333333,66.6666666666667
"Sphagnum","Sphagnum squarrosum",2,5,7,28.5714285714286,71.4285714285714
"Sphagnum","Sphagnum wulfianum",1,3,4,25,75
"Spinacia","Spinacia oleracea",8,7,15,53.3333333333333,46.6666666666667
"Spinulum","Spinulum annotinum",75,140,215,34.8837209302326,65.1162790697674
"Spiraea","Spiraea alba",220,548,768,28.6458333333333,71.3541666666667
"Spiraea","Spiraea japonica",409,352,761,53.7450722733246,46.2549277266754
"Spiraea","Spiraea prunifolia",15,6,21,71.4285714285714,28.5714285714286
"Spiraea","Spiraea thunbergii",16,15,31,51.6129032258064,48.3870967741936
"Spiraea","Spiraea tomentosa",213,254,467,45.610278372591,54.389721627409
"Spiranthes","Spiranthes arcisepala",35,26,61,57.3770491803279,42.6229508196721
"Spiranthes","Spiranthes cernua",10,7,17,58.8235294117647,41.1764705882353
"Spiranthes","Spiranthes incurva",4,29,33,12.1212121212121,87.8787878787879
"Spiranthes","Spiranthes lacera",16,7,23,69.5652173913043,30.4347826086957
"Spiranthes","Spiranthes ochroleuca",12,21,33,36.3636363636364,63.6363636363636
"Spirodela","Spirodela polyrhiza",19,55,74,25.6756756756757,74.3243243243243
"Sporobolus","Sporobolus heterolepis",12,1,13,92.3076923076923,7.69230769230769
"Sporobolus","Sporobolus michauxianus",8,8,16,50,50
"Stachys","Stachys byzantina",32,78,110,29.0909090909091,70.9090909090909
"Stachys","Stachys cordata",1,0,1,100,0
"Stachys","Stachys hispida",1,4,5,20,80
"Stachys","Stachys palustris",3,4,7,42.8571428571429,57.1428571428571
"Stachys","Stachys pilosa",1,1,2,50,50
"Stachys","Stachys tenuifolia",1,0,1,100,0
"Staphylea","Staphylea trifolia",322,214,536,60.0746268656716,39.9253731343284
"Stauridium","Stauridium tetras",1,0,1,100,0
"Stellaria","Stellaria aquatica",36,51,87,41.3793103448276,58.6206896551724
"Stellaria","Stellaria corei",7,1,8,87.5,12.5
"Stellaria","Stellaria graminea",14,28,42,33.3333333333333,66.6666666666667
"Stellaria","Stellaria longifolia",2,1,3,66.6666666666667,33.3333333333333
"Stellaria","Stellaria media",246,448,694,35.4466858789625,64.5533141210375
"Stellaria","Stellaria neglecta",1,0,1,100,0
"Stellaria","Stellaria pubera",145,4,149,97.3154362416107,2.68456375838926
"Stenanthium","Stenanthium gramineum",8,0,8,100,0
"Streptopus","Streptopus amplexifolius",3,13,16,18.75,81.25
"Streptopus","Streptopus lanceolatus",9,74,83,10.8433734939759,89.1566265060241
"Strophostyles","Strophostyles helvola",36,78,114,31.578947368421,68.421052631579
"Strophostyles","Strophostyles umbellata",12,1,13,92.3076923076923,7.69230769230769
"Stuckenia","Stuckenia pectinata",3,9,12,25,75
"Stylophorum","Stylophorum diphyllum",401,193,594,67.5084175084175,32.4915824915825
"Styphnolobium","Styphnolobium japonicum",30,20,50,60,40
"Styrax","Styrax japonicus",33,23,56,58.9285714285714,41.0714285714286
"Succisa","Succisa pratensis",1,1,2,50,50
"Symphoricarpos","Symphoricarpos albus",10,65,75,13.3333333333333,86.6666666666667
"Symphoricarpos","Symphoricarpos orbiculatus",75,44,119,63.0252100840336,36.9747899159664
"Symphyotrichum","Symphyotrichum ciliatum",2,0,2,100,0
"Symphyotrichum","Symphyotrichum cordifolium",141,266,407,34.6437346437346,65.3562653562654
"Symphyotrichum","Symphyotrichum depauperatum",39,0,39,100,0
"Symphyotrichum","Symphyotrichum dumosum",1,5,6,16.6666666666667,83.3333333333333
"Symphyotrichum","Symphyotrichum ericoides",15,34,49,30.6122448979592,69.3877551020408
"Symphyotrichum","Symphyotrichum laeve",15,95,110,13.6363636363636,86.3636363636364
"Symphyotrichum","Symphyotrichum lanceolatum",38,96,134,28.3582089552239,71.6417910447761
"Symphyotrichum","Symphyotrichum lateriflorum",178,192,370,48.1081081081081,51.8918918918919
"Symphyotrichum","Symphyotrichum novae-angliae",356,894,1250,28.48,71.52
"Symphyotrichum","Symphyotrichum novi-belgii",11,18,29,37.9310344827586,62.0689655172414
"Symphyotrichum","Symphyotrichum oblongifolium",3,3,6,50,50
"Symphyotrichum","Symphyotrichum ontarionis",1,6,7,14.2857142857143,85.7142857142857
"Symphyotrichum","Symphyotrichum oolentangiense",1,5,6,16.6666666666667,83.3333333333333
"Symphyotrichum","Symphyotrichum patens",3,22,25,12,88
"Symphyotrichum","Symphyotrichum phlogifolium",1,0,1,100,0
"Symphyotrichum","Symphyotrichum pilosum",86,62,148,58.1081081081081,41.8918918918919
"Symphyotrichum","Symphyotrichum prenanthoides",41,49,90,45.5555555555556,54.4444444444444
"Symphyotrichum","Symphyotrichum puniceum",32,55,87,36.7816091954023,63.2183908045977
"Symphyotrichum","Symphyotrichum racemosum",10,6,16,62.5,37.5
"Symphyotrichum","Symphyotrichum shortii",33,0,33,100,0
"Symphyotrichum","Symphyotrichum undulatum",7,5,12,58.3333333333333,41.6666666666667
"Symphyotrichum","Symphyotrichum urophyllum",10,17,27,37.037037037037,62.962962962963
"Symphytum","Symphytum caucasicum",3,0,3,100,0
"Symphytum","Symphytum officinale",38,59,97,39.1752577319588,60.8247422680412
"Symplocarpus","Symplocarpus foetidus",1820,2053,3873,46.9919958688355,53.0080041311645
"Symplocos","Symplocos paniculata",11,7,18,61.1111111111111,38.8888888888889
"Syringa","Syringa pubescens",1,2,3,33.3333333333333,66.6666666666667
"Syringa","Syringa reticulata",1,5,6,16.6666666666667,83.3333333333333
"Syringa","Syringa vulgaris",360,428,788,45.6852791878173,54.3147208121827
"Taenidia","Taenidia integerrima",17,24,41,41.4634146341463,58.5365853658537
"Tagetes","Tagetes erecta",8,9,17,47.0588235294118,52.9411764705882
"Tagetes","Tagetes minuta",14,1,15,93.3333333333333,6.66666666666667
"Talinum","Talinum paniculatum",9,36,45,20,80
"Tanacetum","Tanacetum balsamita",1,2,3,33.3333333333333,66.6666666666667
"Tanacetum","Tanacetum parthenium",154,121,275,56,44
"Tanacetum","Tanacetum vulgare",133,228,361,36.8421052631579,63.1578947368421
"Taraxacum","Taraxacum",6,13,19,31.578947368421,68.421052631579
"Taraxacum","Taraxacum erythrospermum",12,16,28,42.8571428571429,57.1428571428571
"Taraxacum","Taraxacum officinale",914,2044,2958,30.8992562542258,69.1007437457742
"Tarenaya","Tarenaya houtteana",79,104,183,43.1693989071038,56.8306010928962
"Tarenaya","Tarenaya spinosa",2,0,2,100,0
"Taxodium","Taxodium distichum",38,86,124,30.6451612903226,69.3548387096774
"Taxus","Taxus baccata",7,23,30,23.3333333333333,76.6666666666667
"Taxus","Taxus canadensis",20,76,96,20.8333333333333,79.1666666666667
"Teilingia","Teilingia granulata",1,0,1,100,0
"Tephrosia","Tephrosia virginiana",4,65,69,5.79710144927536,94.2028985507246
"Tetradesmus","Tetradesmus lagerheimii",1,2,3,33.3333333333333,66.6666666666667
"Tetradium","Tetradium daniellii",14,5,19,73.6842105263158,26.3157894736842
"Tetraphis","Tetraphis pellucida",1,10,11,9.09090909090909,90.9090909090909
"Teucrium","Teucrium canadense",338,188,526,64.2585551330799,35.7414448669202
"Thalictrum","Thalictrum dasycarpum",1,0,1,100,0
"Thalictrum","Thalictrum dioicum",72,156,228,31.578947368421,68.421052631579
"Thalictrum","Thalictrum pubescens",193,280,473,40.8033826638478,59.1966173361522
"Thalictrum","Thalictrum revolutum",1,2,3,33.3333333333333,66.6666666666667
"Thalictrum","Thalictrum thalictroides",493,358,851,57.9318448883666,42.0681551116334
"Thamnobryum","Thamnobryum subserratum",3,4,7,42.8571428571429,57.1428571428571
"Thaspium","Thaspium barbinode",6,0,6,100,0
"Thaspium","Thaspium trifoliatum",1,0,1,100,0
"Thelypteris","Thelypteris palustris",34,118,152,22.3684210526316,77.6315789473684
"Thermopsis","Thermopsis villosa",1,11,12,8.33333333333333,91.6666666666667
"Thlaspi","Thlaspi arvense",179,245,424,42.2169811320755,57.7830188679245
"Thuidium","Thuidium delicatulum",96,119,215,44.6511627906977,55.3488372093023
"Thuja","Thuja occidentalis",69,472,541,12.7541589648799,87.2458410351202
"Thymophylla","Thymophylla tenuiloba",1,0,1,100,0
"Thymus","Thymus pulegioides",4,84,88,4.54545454545455,95.4545454545455
"Tiarella","Tiarella cordifolia",29,35,64,45.3125,54.6875
"Tiarella","Tiarella stolonifera",288,340,628,45.859872611465,54.140127388535
"Tilia","Tilia americana",391,754,1145,34.1484716157205,65.8515283842795
"Tilia","Tilia cordata",9,25,34,26.4705882352941,73.5294117647059
"Tilia","Tilia tomentosa",2,10,12,16.6666666666667,83.3333333333333
"Tipularia","Tipularia discolor",2,0,2,100,0
"Toona","Toona sinensis",10,38,48,20.8333333333333,79.1666666666667
"Torilis","Torilis arvensis",1,0,1,100,0
"Torilis","Torilis japonica",1,9,10,10,90
"Tortula","Tortula muralis",7,21,28,25,75
"Toxicodendron","Toxicodendron radicans",1471,4387,5858,25.1109593717993,74.8890406282007
"Toxicodendron","Toxicodendron rydbergii",3,48,51,5.88235294117647,94.1176470588235
"Toxicodendron","Toxicodendron vernix",30,46,76,39.4736842105263,60.5263157894737
"Tradescantia","Tradescantia ohiensis",12,12,24,50,50
"Tradescantia","Tradescantia subaspera",3,0,3,100,0
"Tradescantia","Tradescantia virginiana",61,52,113,53.9823008849558,46.0176991150442
"Tragopogon","Tragopogon dubius",45,37,82,54.8780487804878,45.1219512195122
"Tragopogon","Tragopogon porrifolius",1,2,3,33.3333333333333,66.6666666666667
"Tragopogon","Tragopogon pratensis",19,38,57,33.3333333333333,66.6666666666667
"Trapa","Trapa natans",13,309,322,4.03726708074534,95.9627329192547
"Trautvetteria","Trautvetteria carolinensis",23,0,23,100,0
"Triadenum","Triadenum fraseri",3,5,8,37.5,62.5
"Triadenum","Triadenum virginicum",8,39,47,17.0212765957447,82.9787234042553
"Trichocolea","Trichocolea tomentella",4,10,14,28.5714285714286,71.4285714285714
"Trichophorum","Trichophorum planifolium",3,7,10,30,70
"Trichostema","Trichostema dichotomum",28,59,87,32.183908045977,67.816091954023
"Tricyrtis","Tricyrtis hirta",1,0,1,100,0
"Tridens","Tridens flavus",92,74,166,55.421686746988,44.578313253012
"Trifolium","Trifolium arvense",17,168,185,9.18918918918919,90.8108108108108
"Trifolium","Trifolium aureum",58,119,177,32.7683615819209,67.2316384180791
"Trifolium","Trifolium campestre",102,69,171,59.6491228070175,40.3508771929825
"Trifolium","Trifolium dubium",58,108,166,34.9397590361446,65.0602409638554
"Trifolium","Trifolium hybridum",89,111,200,44.5,55.5
"Trifolium","Trifolium incarnatum",55,61,116,47.4137931034483,52.5862068965517
"Trifolium","Trifolium pratense",856,1656,2512,34.0764331210191,65.9235668789809
"Trifolium","Trifolium repens",1005,1754,2759,36.4262413918086,63.5737586081914
"Trillium","Trillium cuneatum",58,32,90,64.4444444444444,35.5555555555556
"Trillium","Trillium erectum",571,934,1505,37.9401993355482,62.0598006644518
"Trillium","Trillium grandiflorum",659,619,1278,51.5649452269171,48.4350547730829
"Trillium","Trillium luteum",24,20,44,54.5454545454545,45.4545454545455
"Trillium","Trillium nivale",1,5,6,16.6666666666667,83.3333333333333
"Trillium","Trillium recurvatum",2,3,5,40,60
"Trillium","Trillium sessile",75,0,75,100,0
"Trillium","Trillium sulcatum",1,0,1,100,0
"Trillium","Trillium underwoodii",4,0,4,100,0
"Trillium","Trillium undulatum",230,344,574,40.0696864111498,59.9303135888502
"Triodanis","Triodanis perfoliata",178,204,382,46.5968586387435,53.4031413612565
"Triosteum","Triosteum aurantiacum",12,24,36,33.3333333333333,66.6666666666667
"Triosteum","Triosteum perfoliatum",4,1,5,80,20
"Tripidium","Tripidium ravennae",3,3,6,50,50
"Tripleurospermum","Tripleurospermum inodorum",2,8,10,20,80
"Tripleurospermum","Tripleurospermum maritimum",1,0,1,100,0
"Tripsacum","Tripsacum dactyloides",18,33,51,35.2941176470588,64.7058823529412
"Triticum","Triticum aestivum",45,25,70,64.2857142857143,35.7142857142857
"Tropaeolum","Tropaeolum majus",34,54,88,38.6363636363636,61.3636363636364
"Tsuga","Tsuga canadensis",1140,1406,2546,44.7761194029851,55.2238805970149
"Tulipa","Tulipa clusiana",1,0,1,100,0
"Tulipa","Tulipa gesneriana",1,0,1,100,0
"Tulipa","Tulipa sylvestris",31,20,51,60.7843137254902,39.2156862745098
"Turritis","Turritis glabra",20,110,130,15.3846153846154,84.6153846153846
